snapshot_id,snapshot_date,employee_id,total_workload_percent,billable_workload_percent,active_project_count,open_task_count,overdue_task_count,workload_status
WL-2026-08-14-E0013,2026-08-14,E0013,111,88.1,2,4,1,Overloaded
WL-2026-08-21-E0013,2026-08-21,E0013,119,103.4,2,4,2,Overloaded
WL-2026-08-28-E0013,2026-08-28,E0013,125,109.6,2,4,3,Overloaded
WL-2026-08-07-E0014,2026-08-07,E0014,30,26.4,0,0,0,Available
WL-2026-08-14-E0014,2026-08-14,E0014,42.9,35.7,0,0,0,Available
WL-2026-08-21-E0014,2026-08-21,E0014,37.5,24.8,0,0,0,Available
WL-2026-08-28-E0014,2026-08-28,E0014,42.8,30.2,0,0,0,Available
WL-2026-08-07-E0015,2026-08-07,E0015,70.9,56.4,2,4,3,Normal
WL-2026-08-14-E0015,2026-08-14,E0015,81.9,65.3,2,4,3,Normal
WL-2026-08-21-E0015,2026-08-21,E0015,75.1,56.2,2,4,3,Normal
WL-2026-08-28-E0015,2026-08-28,E0015,71.3,54.3,2,4,3,Normal
WL-2026-08-07-E0016,2026-08-07,E0016,42.6,29.5,0,0,0,Available
WL-2026-08-14-E0016,2026-08-14,E0016,48.1,36.9,0,0,0,Available
WL-2026-08-21-E0016,2026-08-21,E0016,46.1,36.5,0,0,0,Available
WL-2026-08-28-E0016,2026-08-28,E0016,42.9,33.1,0,0,0,Available
WL-2026-08-07-E0017,2026-08-07,E0017,96,60.7,4,9,5,High
WL-2026-08-14-E0017,2026-08-14,E0017,104,77.0,4,9,6,Overloaded
WL-2026-08-21-E0017,2026-08-21,E0017,109,74.9,4,9,7,Overloaded
WL-2026-08-28-E0017,2026-08-28,E0017,112,69.5,4,9,8,Overloaded
WL-2026-08-07-E0018,2026-08-07,E0018,51.6,40.9,0,0,0,Available
WL-2026-08-14-E0018,2026-08-14,E0018,48.0,33.6,0,0,0,Available
WL-2026-08-21-E0018,2026-08-21,E0018,50.4,31.9,0,0,0,Available
WL-2026-08-28-E0018,2026-08-28,E0018,46.7,32.4,0,0,0,Available
WL-2026-08-07-E0019,2026-08-07,E0019,31.2,24.9,0,0,0,Available
WL-2026-08-14-E0019,2026-08-14,E0019,42.2,30.9,0,0,0,Available
WL-2026-08-21-E0019,2026-08-21,E0019,31.3,27.1,0,0,0,Available
WL-2026-08-28-E0019,2026-08-28,E0019,37.9,30.1,0,0,0,Available
WL-2026-08-07-E0020,2026-08-07,E0020,80.6,63.8,2,3,3,Normal
WL-2026-08-14-E0020,2026-08-14,E0020,79.9,70.0,2,3,3,Normal
WL-2026-08-21-E0020,2026-08-21,E0020,90.9,76.6,2,3,3,High
WL-2026-08-28-E0020,2026-08-28,E0020,95.5,70.4,2,3,3,High
WL-2026-08-07-E0021,2026-08-07,E0021,59.9,37.3,1,2,2,Normal
WL-2026-08-14-E0021,2026-08-14,E0021,50.7,37.1,1,2,2,Available
WL-2026-08-21-E0021,2026-08-21,E0021,53.6,44.8,1,2,2,Available
WL-2026-08-28-E0021,2026-08-28,E0021,50.3,43.6,1,2,2,Available
WL-2026-08-07-E0022,2026-08-07,E0022,92.0,57.0,2,3,3,High
WL-2026-08-14-E0022,2026-08-14,E0022,91.4,73.4,2,3,3,High
WL-2026-08-21-E0022,2026-08-21,E0022,92.4,62.3,2,3,3,High
WL-2026-08-28-E0022,2026-08-28,E0022,94.1,66.1,2,3,3,High
WL-2026-08-07-E0023,2026-08-07,E0023,35.2,23.5,0,0,0,Available
WL-2026-08-14-E0023,2026-08-14,E0023,41.5,32.2,0,0,0,Available
WL-2026-08-21-E0023,2026-08-21,E0023,45.1,39.4,0,0,0,Available
WL-2026-08-28-E0023,2026-08-28,E0023,39.0,31.8,0,0,0,Available
WL-2026-08-07-E0024,2026-08-07,E0024,45.8,39.2,0,0,0,Available
WL-2026-08-14-E0024,2026-08-14,E0024,49.8,39.1,0,0,0,Available
WL-2026-08-21-E0024,2026-08-21,E0024,39.8,27.0,0,0,0,Available
WL-2026-08-28-E0024,2026-08-28,E0024,41.0,35.2,0,0,0,Available
WL-2026-08-07-E0025,2026-08-07,E0025,75.2,65.9,1,3,3,Normal
WL-2026-08-14-E0025,2026-08-14,E0025,78.0,49.5,1,3,3,Normal
WL-2026-08-21-E0025,2026-08-21,E0025,69.0,44.8,1,3,3,Normal
WL-2026-08-28-E0025,2026-08-28,E0025,82.6,57.1,1,3,3,Normal
WL-2026-08-07-E0026,2026-08-07,E0026,98.0,69.4,2,0,0,High
WL-2026-08-14-E0026,2026-08-14,E0026,85.3,57.8,2,0,0,High
WL-2026-08-21-E0026,2026-08-21,E0026,88.2,67.3,2,0,0,High
WL-2026-08-28-E0026,2026-08-28,E0026,94.8,61.9,2,0,0,High
WL-2026-08-07-E0027,2026-08-07,E0027,55.3,34.3,1,0,0,Normal
WL-2026-08-14-E0027,2026-08-14,E0027,62.3,40.9,1,0,0,Normal
WL-2026-08-21-E0027,2026-08-21,E0027,64.8,46.9,1,0,0,Normal
WL-2026-08-28-E0027,2026-08-28,E0027,60.6,41.4,1,0,0,Normal
WL-2026-08-07-E0028,2026-08-07,E0028,58.5,44.4,1,1,1,Normal
WL-2026-08-14-E0028,2026-08-14,E0028,57.0,46.6,1,1,1,Normal
WL-2026-08-21-E0028,2026-08-21,E0028,55.8,34.9,1,1,1,Normal
WL-2026-08-28-E0028,2026-08-28,E0028,50.2,40.9,1,1,1,Available
WL-2026-08-07-E0029,2026-08-07,E0029,51.5,33.1,1,3,3,Available
WL-2026-08-14-E0029,2026-08-14,E0029,53.4,40.5,1,3,3,Available
WL-2026-08-21-E0029,2026-08-21,E0029,52.3,36.2,1,3,3,Available
WL-2026-08-28-E0029,2026-08-28,E0029,54.0,47.5,1,3,3,Available
WL-2026-08-07-E0030,2026-08-07,E0030,81.7,59.5,2,0,0,Normal
WL-2026-08-14-E0030,2026-08-14,E0030,89.1,65.9,2,0,0,High
WL-2026-08-21-E0030,2026-08-21,E0030,88.9,57.8,2,0,0,High
WL-2026-08-28-E0030,2026-08-28,E0030,87.8,63.0,2,0,0,High
WL-2026-08-07-E0031,2026-08-07,E0031,67.2,43.2,1,1,1,Normal
WL-2026-08-14-E0031,2026-08-14,E0031,62.0,51.6,1,1,1,Normal
WL-2026-08-21-E0031,2026-08-21,E0031,58.5,38.7,1,1,1,Normal
WL-2026-08-28-E0031,2026-08-28,E0031,60.0,44.9,1,1,1,Normal
WL-2026-08-07-E0032,2026-08-07,E0032,58.5,51.3,1,0,0,Normal
WL-2026-08-14-E0032,2026-08-14,E0032,58.5,40.8,1,0,0,Normal
WL-2026-08-21-E0032,2026-08-21,E0032,62.2,54.2,1,0,0,Normal
WL-2026-08-28-E0032,2026-08-28,E0032,54.0,41.5,1,0,0,Available
WL-2026-08-07-E0033,2026-08-07,E0033,64.2,47.1,1,2,2,Normal
WL-2026-08-14-E0033,2026-08-14,E0033,67.8,45.2,1,2,2,Normal
WL-2026-08-21-E0033,2026-08-21,E0033,68.9,56.4,1,2,2,Normal
WL-2026-08-28-E0033,2026-08-28,E0033,75.1,64.0,1,2,2,Normal
WL-2026-08-07-E0034,2026-08-07,E0034,71.3,47.6,2,2,2,Normal
WL-2026-08-14-E0034,2026-08-14,E0034,74.6,55.4,2,2,2,Normal
WL-2026-08-21-E0034,2026-08-21,E0034,72.9,50.5,2,2,2,Normal
WL-2026-08-28-E0034,2026-08-28,E0034,77.2,51.7,2,2,2,Normal
WL-2026-08-07-E0035,2026-08-07,E0035,30,18.9,0,0,0,Available
WL-2026-08-14-E0035,2026-08-14,E0035,30,23.8,0,0,0,Available
WL-2026-08-21-E0035,2026-08-21,E0035,30,19.6,0,0,0,Available
WL-2026-08-28-E0035,2026-08-28,E0035,30,19.6,0,0,0,Available
WL-2026-08-07-E0036,2026-08-07,E0036,78.0,58.9,2,0,0,Normal
WL-2026-08-14-E0036,2026-08-14,E0036,75.7,59.1,2,0,0,Normal
WL-2026-08-21-E0036,2026-08-21,E0036,76.8,56.3,2,0,0,Normal
WL-2026-08-28-E0036,2026-08-28,E0036,83.7,59.5,2,0,0,Normal
WL-2026-08-07-E0037,2026-08-07,E0037,36.0,27.8,0,0,0,Available
WL-2026-08-14-E0037,2026-08-14,E0037,46.5,28.9,0,0,0,Available
WL-2026-08-21-E0037,2026-08-21,E0037,40.8,29.4,0,0,0,Available
WL-2026-08-28-E0037,2026-08-28,E0037,44.5,28.2,0,0,0,Available
WL-2026-08-07-E0038,2026-08-07,E0038,114.1,95.4,3,0,0,Overloaded
WL-2026-08-14-E0038,2026-08-14,E0038,113.4,78.2,3,0,0,Overloaded
WL-2026-08-21-E0038,2026-08-21,E0038,115.5,86.7,3,0,0,Overloaded
WL-2026-08-28-E0038,2026-08-28,E0038,118,86.8,3,0,0,Overloaded
WL-2026-08-07-E0039,2026-08-07,E0039,32.0,26.0,0,0,0,Available
WL-2026-08-14-E0039,2026-08-14,E0039,33.3,20.9,0,0,0,Available
WL-2026-08-21-E0039,2026-08-21,E0039,38.7,26.1,0,0,0,Available
WL-2026-08-28-E0039,2026-08-28,E0039,39.7,31.1,0,0,0,Available
WL-2026-08-07-E0040,2026-08-07,E0040,63.5,42.3,1,0,0,Normal
WL-2026-08-14-E0040,2026-08-14,E0040,65.5,45.6,1,0,0,Normal
WL-2026-08-21-E0040,2026-08-21,E0040,56.2,46.2,1,0,0,Normal
WL-2026-08-28-E0040,2026-08-28,E0040,67.3,59.2,1,0,0,Normal
WL-2026-08-07-E0041,2026-08-07,E0041,56.3,37.6,1,2,2,Normal
WL-2026-08-14-E0041,2026-08-14,E0041,56.8,49.3,1,2,2,Normal
WL-2026-08-21-E0041,2026-08-21,E0041,52.1,42.9,1,2,2,Available
WL-2026-08-28-E0041,2026-08-28,E0041,56.1,40.3,1,2,2,Normal
WL-2026-08-07-E0042,2026-08-07,E0042,41.1,27.6,0,0,0,Available
WL-2026-08-14-E0042,2026-08-14,E0042,40.8,30.7,0,0,0,Available
WL-2026-08-21-E0042,2026-08-21,E0042,31.9,22.7,0,0,0,Available
WL-2026-08-28-E0042,2026-08-28,E0042,32.1,25.6,0,0,0,Available
WL-2026-08-07-E0043,2026-08-07,E0043,73.4,61.6,1,0,0,Normal
WL-2026-08-14-E0043,2026-08-14,E0043,66.2,46.3,1,0,0,Normal
WL-2026-08-21-E0043,2026-08-21,E0043,73.1,60.8,1,0,0,Normal
WL-2026-08-28-E0043,2026-08-28,E0043,72.5,57.3,1,0,0,Normal
WL-2026-08-07-E0044,2026-08-07,E0044,37.2,29.6,0,0,0,Available
WL-2026-08-14-E0044,2026-08-14,E0044,38.7,30.7,0,0,0,Available
WL-2026-08-21-E0044,2026-08-21,E0044,32.9,23.2,0,0,0,Available
WL-2026-08-28-E0044,2026-08-28,E0044,32.3,23.4,0,0,0,Available
WL-2026-08-07-E0045,2026-08-07,E0045,35.0,23.0,0,0,0,Available
WL-2026-08-14-E0045,2026-08-14,E0045,33.6,28.8,0,0,0,Available
WL-2026-08-21-E0045,2026-08-21,E0045,36.8,29.3,0,0,0,Available
WL-2026-08-28-E0045,2026-08-28,E0045,39.3,33.7,0,0,0,Available
WL-2026-08-07-E0046,2026-08-07,E0046,41.8,36.4,0,0,0,Available
WL-2026-08-14-E0046,2026-08-14,E0046,50.3,38.9,0,0,0,Available
WL-2026-08-21-E0046,2026-08-21,E0046,41.0,35.9,0,0,0,Available
WL-2026-08-28-E0046,2026-08-28,E0046,38.7,24.5,0,0,0,Available
WL-2026-08-07-E0047,2026-08-07,E0047,70.1,52.5,1,1,1,Normal
WL-2026-08-14-E0047,2026-08-14,E0047,64.9,47.2,1,1,1,Normal
WL-2026-08-21-E0047,2026-08-21,E0047,70.3,51.7,1,1,1,Normal
WL-2026-08-28-E0047,2026-08-28,E0047,68.2,50.1,1,1,1,Normal
WL-2026-08-07-E0048,2026-08-07,E0048,74.4,62.7,2,2,2,Normal
WL-2026-08-14-E0048,2026-08-14,E0048,70.1,54.6,2,2,2,Normal
WL-2026-08-21-E0048,2026-08-21,E0048,75.9,55.5,2,2,2,Normal
WL-2026-08-28-E0048,2026-08-28,E0048,62.0,53.5,2,2,2,Normal
WL-2026-08-07-E0049,2026-08-07,E0049,58.0,36.6,1,2,2,Normal
WL-2026-08-14-E0049,2026-08-14,E0049,57.9,46.8,1,2,2,Normal
WL-2026-08-21-E0049,2026-08-21,E0049,47.6,35.5,1,2,2,Available
WL-2026-08-28-E0049,2026-08-28,E0049,48.5,36.2,1,2,2,Available
WL-2026-08-07-E0050,2026-08-07,E0050,76.7,67.3,2,3,3,Normal
WL-2026-08-14-E0050,2026-08-14,E0050,66.9,44.5,2,3,3,Normal
WL-2026-08-21-E0050,2026-08-21,E0050,69.9,45.1,2,3,3,Normal
WL-2026-08-28-E0050,2026-08-28,E0050,69.6,43.9,2,3,3,Normal
WL-2026-08-07-E0051,2026-08-07,E0051,30,25.9,0,0,0,Available
WL-2026-08-14-E0051,2026-08-14,E0051,30.2,20.0,0,0,0,Available
WL-2026-08-21-E0051,2026-08-21,E0051,38.6,29.9,0,0,0,Available
WL-2026-08-28-E0051,2026-08-28,E0051,31.3,23.4,0,0,0,Available
WL-2026-08-07-E0052,2026-08-07,E0052,38.4,26.4,0,0,0,Available
WL-2026-08-14-E0052,2026-08-14,E0052,39.0,33.3,0,0,0,Available
WL-2026-08-21-E0052,2026-08-21,E0052,30,25.5,0,0,0,Available
WL-2026-08-28-E0052,2026-08-28,E0052,31.0,24.2,0,0,0,Available
WL-2026-08-07-E0053,2026-08-07,E0053,92.3,57.8,3,2,2,High
WL-2026-08-14-E0053,2026-08-14,E0053,78.9,63.2,3,2,2,Normal
WL-2026-08-21-E0053,2026-08-21,E0053,88.0,72.7,3,2,2,High
WL-2026-08-28-E0053,2026-08-28,E0053,80.5,61.6,3,2,2,Normal
WL-2026-08-07-E0054,2026-08-07,E0054,115.8,100.3,4,4,2,Overloaded
WL-2026-08-14-E0054,2026-08-14,E0054,117.1,91.2,4,4,3,Overloaded
WL-2026-08-21-E0054,2026-08-21,E0054,114.0,76.6,4,4,3,Overloaded
WL-2026-08-28-E0054,2026-08-28,E0054,118,95.2,4,4,3,Overloaded
WL-2026-08-07-E0055,2026-08-07,E0055,42.9,37.2,0,0,0,Available
WL-2026-08-14-E0055,2026-08-14,E0055,43.9,28.7,0,0,0,Available
WL-2026-08-21-E0055,2026-08-21,E0055,41.5,29.8,0,0,0,Available
WL-2026-08-28-E0055,2026-08-28,E0055,32.5,23.7,0,0,0,Available
WL-2026-08-07-E0056,2026-08-07,E0056,51.1,35.5,1,0,0,Available
WL-2026-08-14-E0056,2026-08-14,E0056,45.9,30.4,1,0,0,Available
WL-2026-08-21-E0056,2026-08-21,E0056,48.1,31.2,1,0,0,Available
WL-2026-08-28-E0056,2026-08-28,E0056,56.6,35.1,1,0,0,Normal
WL-2026-08-07-E0057,2026-08-07,E0057,59.0,50.8,1,2,2,Normal
WL-2026-08-14-E0057,2026-08-14,E0057,50.4,41.5,1,2,2,Available
WL-2026-08-21-E0057,2026-08-21,E0057,48.1,32.1,1,2,2,Available
WL-2026-08-28-E0057,2026-08-28,E0057,57.9,45.3,1,2,2,Normal
WL-2026-08-07-E0058,2026-08-07,E0058,106.8,91.7,3,4,3,Overloaded
WL-2026-08-14-E0058,2026-08-14,E0058,106.8,93.3,3,4,3,Overloaded
WL-2026-08-21-E0058,2026-08-21,E0058,105.1,90.5,3,4,3,Overloaded
WL-2026-08-28-E0058,2026-08-28,E0058,114.4,73.6,3,4,3,Overloaded
WL-2026-08-07-E0059,2026-08-07,E0059,37.7,28.7,0,0,0,Available
WL-2026-08-14-E0059,2026-08-14,E0059,42.9,33.2,0,0,0,Available
WL-2026-08-21-E0059,2026-08-21,E0059,41.9,29.8,0,0,0,Available
WL-2026-08-28-E0059,2026-08-28,E0059,40.4,35.0,0,0,0,Available
WL-2026-08-07-E0060,2026-08-07,E0060,71.4,45.5,1,1,0,Normal
WL-2026-08-14-E0060,2026-08-14,E0060,72.6,52.8,1,1,0,Normal
WL-2026-08-21-E0060,2026-08-21,E0060,73.5,55.9,1,1,0,Normal
WL-2026-08-28-E0060,2026-08-28,E0060,74.2,56.6,1,1,1,Normal
WL-2026-08-07-E0061,2026-08-07,E0061,73.4,63.7,1,0,0,Normal
WL-2026-08-14-E0061,2026-08-14,E0061,62.9,44.2,1,0,0,Normal
WL-2026-08-21-E0061,2026-08-21,E0061,63.6,42.4,1,0,0,Normal
WL-2026-08-28-E0061,2026-08-28,E0061,74.1,53.3,1,0,0,Normal
WL-2026-08-07-E0062,2026-08-07,E0062,110.0,79.4,3,2,1,Overloaded
WL-2026-08-14-E0062,2026-08-14,E0062,110.8,84.1,3,2,1,Overloaded
WL-2026-08-21-E0062,2026-08-21,E0062,105.0,76.1,3,2,1,Overloaded
WL-2026-08-28-E0062,2026-08-28,E0062,98.5,80.7,3,2,1,High
WL-2026-08-07-E0063,2026-08-07,E0063,49.1,34.9,0,0,0,Available
WL-2026-08-14-E0063,2026-08-14,E0063,45.9,30.0,0,0,0,Available
WL-2026-08-21-E0063,2026-08-21,E0063,41.0,31.4,0,0,0,Available
WL-2026-08-28-E0063,2026-08-28,E0063,43.9,35.7,0,0,0,Available
WL-2026-08-07-E0064,2026-08-07,E0064,43.3,29.8,0,0,0,Available
WL-2026-08-14-E0064,2026-08-14,E0064,46.6,33.3,0,0,0,Available
WL-2026-08-21-E0064,2026-08-21,E0064,49.0,38.1,0,0,0,Available
WL-2026-08-28-E0064,2026-08-28,E0064,44.2,37.5,0,0,0,Available
WL-2026-08-07-E0065,2026-08-07,E0065,41.1,35.7,0,0,0,Available
WL-2026-08-14-E0065,2026-08-14,E0065,38.6,29.6,0,0,0,Available
WL-2026-08-21-E0065,2026-08-21,E0065,44.5,38.8,0,0,0,Available
WL-2026-08-28-E0065,2026-08-28,E0065,36.1,28.5,0,0,0,Available
WL-2026-08-07-E0066,2026-08-07,E0066,37.6,26.0,0,0,0,Available
WL-2026-08-14-E0066,2026-08-14,E0066,49.2,38.1,0,0,0,Available
WL-2026-08-21-E0066,2026-08-21,E0066,48.6,37.8,0,0,0,Available
WL-2026-08-28-E0066,2026-08-28,E0066,43.2,30.5,0,0,0,Available
WL-2026-08-07-E0067,2026-08-07,E0067,54.7,37.3,1,1,1,Available
WL-2026-08-14-E0067,2026-08-14,E0067,43.0,32.3,1,1,1,Available
WL-2026-08-21-E0067,2026-08-21,E0067,51.5,44.0,1,1,1,Available
WL-2026-08-28-E0067,2026-08-28,E0067,50.3,42.5,1,1,1,Available
WL-2026-08-07-E0068,2026-08-07,E0068,62.8,51.1,1,2,0,Normal
WL-2026-08-14-E0068,2026-08-14,E0068,53.3,33.2,1,2,0,Available
WL-2026-08-21-E0068,2026-08-21,E0068,53.1,43.3,1,2,0,Available
WL-2026-08-28-E0068,2026-08-28,E0068,60.7,37.8,1,2,0,Normal
WL-2026-08-07-E0069,2026-08-07,E0069,49.9,42.3,1,2,2,Available
WL-2026-08-14-E0069,2026-08-14,E0069,50.9,44.1,1,2,2,Available
WL-2026-08-21-E0069,2026-08-21,E0069,57.6,45.1,1,2,2,Normal
WL-2026-08-28-E0069,2026-08-28,E0069,54.6,39.7,1,2,2,Available
WL-2026-08-07-E0070,2026-08-07,E0070,48.0,39.4,0,0,0,Available
WL-2026-08-14-E0070,2026-08-14,E0070,45.1,32.0,0,0,0,Available
WL-2026-08-21-E0070,2026-08-21,E0070,46.4,36.7,0,0,0,Available
WL-2026-08-28-E0070,2026-08-28,E0070,41.3,33.4,0,0,0,Available
WL-2026-08-07-E0071,2026-08-07,E0071,69.2,44.6,1,1,1,Normal
WL-2026-08-14-E0071,2026-08-14,E0071,61.2,46.0,1,1,1,Normal
WL-2026-08-21-E0071,2026-08-21,E0071,69.6,47.2,1,1,1,Normal
WL-2026-08-28-E0071,2026-08-28,E0071,72.8,48.5,1,1,1,Normal
WL-2026-08-07-E0072,2026-08-07,E0072,88.9,67.6,2,2,0,High
WL-2026-08-14-E0072,2026-08-14,E0072,90.2,73.6,2,2,0,High
WL-2026-08-21-E0072,2026-08-21,E0072,77.7,68.1,2,2,0,Normal
WL-2026-08-28-E0072,2026-08-28,E0072,81.4,50.9,2,2,0,Normal
WL-2026-08-07-E0073,2026-08-07,E0073,66.0,55.5,1,0,0,Normal
WL-2026-08-14-E0073,2026-08-14,E0073,57.8,38.6,1,0,0,Normal
WL-2026-08-21-E0073,2026-08-21,E0073,52.2,33.3,1,0,0,Available
WL-2026-08-28-E0073,2026-08-28,E0073,63.9,51.8,1,0,0,Normal
WL-2026-08-07-E0074,2026-08-07,E0074,61.4,43.8,1,3,1,Normal
WL-2026-08-14-E0074,2026-08-14,E0074,66.1,47.6,1,3,1,Normal
WL-2026-08-21-E0074,2026-08-21,E0074,69.9,56.6,1,3,1,Normal
WL-2026-08-28-E0074,2026-08-28,E0074,70.2,43.7,1,3,1,Normal
WL-2026-08-07-E0075,2026-08-07,E0075,32.6,22.5,0,0,0,Available
WL-2026-08-14-E0075,2026-08-14,E0075,46.3,31.7,0,0,0,Available
WL-2026-08-21-E0075,2026-08-21,E0075,46.3,40.1,0,0,0,Available
WL-2026-08-28-E0075,2026-08-28,E0075,33.7,29.5,0,0,0,Available
WL-2026-08-07-E0076,2026-08-07,E0076,56.7,41.7,1,1,1,Normal
WL-2026-08-14-E0076,2026-08-14,E0076,55.2,40.4,1,1,1,Normal
WL-2026-08-21-E0076,2026-08-21,E0076,45.9,34.4,1,1,1,Available
WL-2026-08-28-E0076,2026-08-28,E0076,43.0,29.0,1,1,1,Available
WL-2026-08-07-E0077,2026-08-07,E0077,111.9,79.2,6,7,7,Overloaded
WL-2026-08-14-E0077,2026-08-14,E0077,118,95.2,6,7,7,Overloaded
WL-2026-08-21-E0077,2026-08-21,E0077,116.1,81.8,6,7,7,Overloaded
WL-2026-08-28-E0077,2026-08-28,E0077,115.9,95.8,6,7,7,Overloaded
WL-2026-08-07-E0078,2026-08-07,E0078,115.4,80.5,4,7,6,Overloaded
WL-2026-08-14-E0078,2026-08-14,E0078,104.0,71.0,4,7,6,Overloaded
WL-2026-08-21-E0078,2026-08-21,E0078,104.4,73.3,4,7,6,Overloaded
WL-2026-08-28-E0078,2026-08-28,E0078,110.9,86.5,4,7,6,Overloaded
WL-2026-08-07-E0079,2026-08-07,E0079,118,85.9,5,2,2,Overloaded
WL-2026-08-14-E0079,2026-08-14,E0079,118,80.6,5,2,2,Overloaded
WL-2026-08-21-E0079,2026-08-21,E0079,118,102.9,5,2,2,Overloaded
WL-2026-08-28-E0079,2026-08-28,E0079,117.8,84.8,5,2,2,Overloaded
WL-2026-08-07-E0080,2026-08-07,E0080,50.5,33.7,1,0,0,Available
WL-2026-08-14-E0080,2026-08-14,E0080,60.0,44.4,1,0,0,Normal
WL-2026-08-21-E0080,2026-08-21,E0080,62.5,43.9,1,0,0,Normal
WL-2026-08-28-E0080,2026-08-28,E0080,63.5,41.2,1,0,0,Normal
WL-2026-08-07-E0081,2026-08-07,E0081,30,19.1,0,0,0,Available
WL-2026-08-14-E0081,2026-08-14,E0081,33.7,29.4,0,0,0,Available
WL-2026-08-21-E0081,2026-08-21,E0081,39.7,29.4,0,0,0,Available
WL-2026-08-28-E0081,2026-08-28,E0081,30,20.6,0,0,0,Available
WL-2026-08-07-E0082,2026-08-07,E0082,37.7,28.4,0,0,0,Available
WL-2026-08-14-E0082,2026-08-14,E0082,30.5,21.7,0,0,0,Available
