customer_id,customer_name,customer_segment,region,country,city,account_manager_employee_id,credit_limit_usd,risk_rating,active,created_at
CUST0129,Delhi Mid-Market Account 129,Mid-Market,Asia Pacific,India,Delhi,E0168,32479.88,Low,true,2025-11-13T10:00:00
CUST0130,Sydney Small Business Account 130,Small Business,Asia Pacific,Australia,Sydney,E0075,240878.51,Low,true,2024-03-05T10:00:00
CUST0131,Amsterdam Public Sector Account 131,Public Sector,Europe,Netherlands,Amsterdam,E0051,65168.87,Low,true,2024-03-08T10:00:00
CUST0132,Tokyo Small Business Account 132,Small Business,Asia Pacific,Japan,Tokyo,E0097,38485.95,Medium,true,2024-08-13T10:00:00
CUST0133,Johannesburg Mid-Market Account 133,Mid-Market,Middle East & Africa,South Africa,Johannesburg,E0047,455465.86,Low,true,2024-10-30T10:00:00
CUST0134,Paris Public Sector Account 134,Public Sector,Europe,France,Paris,E0188,464111.35,Low,true,2024-08-08T10:00:00
CUST0135,San Francisco Mid-Market Account 135,Mid-Market,North America,United States,San Francisco,E0118,174539.77,Medium,true,2024-11-10T10:00:00
CUST0136,Riyadh Mid-Market Account 136,Mid-Market,Middle East & Africa,Saudi Arabia,Riyadh,E0039,316241.19,Medium,true,2025-04-06T10:00:00
CUST0137,Johannesburg Small Business Account 137,Small Business,Middle East & Africa,South Africa,Johannesburg,E0039,48191.07,Medium,true,2024-06-27T10:00:00
CUST0138,Madrid Small Business Account 138,Small Business,Europe,Spain,Madrid,E0132,324711.04,Medium,true,2025-04-15T10:00:00
CUST0139,Tokyo Education Account 139,Education,Asia Pacific,Japan,Tokyo,E0117,61676.05,Low,true,2024-05-11T10:00:00
CUST0140,Amsterdam Enterprise Account 140,Enterprise,Europe,Netherlands,Amsterdam,E0132,433014.68,Low,true,2025-05-12T10:00:00
CUST0141,Madrid Enterprise Account 141,Enterprise,Europe,Spain,Madrid,E0057,412071.83,Low,true,2024-07-18T10:00:00
CUST0142,Tokyo Mid-Market Account 142,Mid-Market,Asia Pacific,Japan,Tokyo,E0005,320032.27,Low,true,2025-05-03T10:00:00
CUST0143,Berlin Mid-Market Account 143,Mid-Market,Europe,Germany,Berlin,E0075,466521.15,Low,true,2024-08-24T10:00:00
CUST0144,Delhi Small Business Account 144,Small Business,Asia Pacific,India,Delhi,E0039,470022.13,Low,true,2025-09-27T10:00:00
CUST0145,Berlin Public Sector Account 145,Public Sector,Europe,Germany,Berlin,E0186,454714.27,Low,true,2025-09-27T10:00:00
CUST0146,New York Small Business Account 146,Small Business,North America,United States,New York,E0150,465144.24,Low,true,2025-07-01T10:00:00
CUST0147,Amsterdam Mid-Market Account 147,Mid-Market,Europe,Netherlands,Amsterdam,E0168,229101.44,Low,true,2025-05-28T10:00:00
CUST0148,Amsterdam Education Account 148,Education,Europe,Netherlands,Amsterdam,E0097,398856.53,High,true,2025-07-30T10:00:00
CUST0149,Mumbai Education Account 149,Education,Asia Pacific,India,Mumbai,E0039,203976.71,Low,true,2024-08-13T10:00:00
CUST0150,Chicago Education Account 150,Education,North America,United States,Chicago,E0159,356703.78,Low,true,2025-01-30T10:00:00
CUST0151,Sao Paulo Small Business Account 151,Small Business,Latin America,Brazil,Sao Paulo,E0025,481478.03,Low,true,2024-06-01T10:00:00
CUST0152,New York Education Account 152,Education,North America,United States,New York,E0018,485957.32,Medium,true,2024-12-26T10:00:00
CUST0153,Johannesburg Public Sector Account 153,Public Sector,Middle East & Africa,South Africa,Johannesburg,E0063,76567.45,Low,true,2025-08-03T10:00:00
CUST0154,Riyadh Mid-Market Account 154,Mid-Market,Middle East & Africa,Saudi Arabia,Riyadh,E0046,65418.56,High,true,2024-11-21T10:00:00
CUST0155,Vancouver Small Business Account 155,Small Business,North America,Canada,Vancouver,E0118,324116.46,Low,true,2024-12-12T10:00:00
CUST0156,Delhi Enterprise Account 156,Enterprise,Asia Pacific,India,Delhi,E0159,220579.38,Low,true,2024-12-03T10:00:00
CUST0157,Johannesburg Enterprise Account 157,Enterprise,Middle East & Africa,South Africa,Johannesburg,E0025,351254.54,Medium,true,2025-06-26T10:00:00
CUST0158,Delhi Enterprise Account 158,Enterprise,Asia Pacific,India,Delhi,E0039,478467.18,Medium,true,2024-08-20T10:00:00
CUST0159,Singapore Small Business Account 159,Small Business,Asia Pacific,Singapore,Singapore,E0039,282773.33,Medium,true,2025-10-30T10:00:00
CUST0160,Vancouver Mid-Market Account 160,Mid-Market,North America,Canada,Vancouver,E0063,73101.62,High,true,2025-05-28T10:00:00
CUST0161,Amsterdam Mid-Market Account 161,Mid-Market,Europe,Netherlands,Amsterdam,E0018,284995.12,Medium,true,2024-04-26T10:00:00
CUST0162,Singapore Mid-Market Account 162,Mid-Market,Asia Pacific,Singapore,Singapore,E0097,313725.55,Low,true,2025-07-05T10:00:00
CUST0163,Sydney Mid-Market Account 163,Mid-Market,Asia Pacific,Australia,Sydney,E0075,269321.19,Low,true,2024-12-11T10:00:00
CUST0164,Bengaluru Education Account 164,Education,Asia Pacific,India,Bengaluru,E0150,102084.87,Low,true,2025-06-03T10:00:00
CUST0165,Milan Small Business Account 165,Small Business,Europe,Italy,Milan,E0097,135499.21,Medium,true,2024-09-07T10:00:00
CUST0166,Paris Education Account 166,Education,Europe,France,Paris,E0046,96755.42,High,true,2024-06-30T10:00:00
CUST0167,Madrid Public Sector Account 167,Public Sector,Europe,Spain,Madrid,E0132,368728.34,Low,true,2024-06-30T10:00:00
CUST0168,Buenos Aires Small Business Account 168,Small Business,Latin America,Argentina,Buenos Aires,E0005,419298.8,Low,true,2024-02-12T10:00:00
CUST0169,Paris Education Account 169,Education,Europe,France,Paris,E0018,391848.12,Low,true,2025-09-29T10:00:00
CUST0170,Amsterdam Mid-Market Account 170,Mid-Market,Europe,Netherlands,Amsterdam,E0150,124565.53,Low,true,2024-11-04T10:00:00
CUST0171,New York Mid-Market Account 171,Mid-Market,North America,United States,New York,E0097,300580.46,Medium,true,2024-07-21T10:00:00
CUST0172,Riyadh Public Sector Account 172,Public Sector,Middle East & Africa,Saudi Arabia,Riyadh,E0188,387854.88,Low,true,2024-04-28T10:00:00
CUST0173,Riyadh Small Business Account 173,Small Business,Middle East & Africa,Saudi Arabia,Riyadh,E0046,479205.68,Medium,true,2025-05-31T10:00:00
CUST0174,Mumbai Education Account 174,Education,Asia Pacific,India,Mumbai,E0117,236458.92,Low,true,2024-07-21T10:00:00
CUST0175,Mumbai Small Business Account 175,Small Business,Asia Pacific,India,Mumbai,E0039,257304.14,Low,true,2024-03-21T10:00:00
CUST0176,Sydney Small Business Account 176,Small Business,Asia Pacific,Australia,Sydney,E0147,228308.57,Medium,true,2024-10-21T10:00:00
CUST0177,Amsterdam Enterprise Account 177,Enterprise,Europe,Netherlands,Amsterdam,E0047,469566.86,Medium,true,2025-06-21T10:00:00
CUST0178,Buenos Aires Enterprise Account 178,Enterprise,Latin America,Argentina,Buenos Aires,E0057,354956.73,Low,true,2024-04-23T10:00:00
CUST0179,Paris Small Business Account 179,Small Business,Europe,France,Paris,E0132,256296.34,Low,true,2024-05-25T10:00:00
CUST0180,Madrid Enterprise Account 180,Enterprise,Europe,Spain,Madrid,E0097,94217.26,Low,true,2025-03-31T10:00:00
CUST0181,San Francisco Mid-Market Account 181,Mid-Market,North America,United States,San Francisco,E0063,157764.9,Low,true,2024-12-31T10:00:00
CUST0182,Chicago Enterprise Account 182,Enterprise,North America,United States,Chicago,E0132,109959.67,Medium,true,2024-08-22T10:00:00
CUST0183,Sydney Enterprise Account 183,Enterprise,Asia Pacific,Australia,Sydney,E0118,312511.5,Low,true,2025-01-12T10:00:00
CUST0184,London Mid-Market Account 184,Mid-Market,Europe,United Kingdom,London,E0150,330650.41,Medium,true,2025-02-26T10:00:00
CUST0185,Delhi Education Account 185,Education,Asia Pacific,India,Delhi,E0018,433117.95,Low,true,2025-05-31T10:00:00
CUST0186,Amsterdam Enterprise Account 186,Enterprise,Europe,Netherlands,Amsterdam,E0057,41167.08,Low,true,2024-12-29T10:00:00
CUST0187,Mexico City Education Account 187,Education,Latin America,Mexico,Mexico City,E0168,497634.2,Low,true,2025-04-19T10:00:00
CUST0188,Amsterdam Education Account 188,Education,Europe,Netherlands,Amsterdam,E0150,247026.37,Low,true,2024-03-16T10:00:00
CUST0189,Vancouver Small Business Account 189,Small Business,North America,Canada,Vancouver,E0150,407980.22,High,true,2025-08-16T10:00:00
CUST0190,Berlin Small Business Account 190,Small Business,Europe,Germany,Berlin,E0186,110994.78,Medium,true,2025-11-09T10:00:00
CUST0191,San Francisco Enterprise Account 191,Enterprise,North America,United States,San Francisco,E0051,207823.59,Medium,true,2024-11-25T10:00:00
CUST0192,Paris Enterprise Account 192,Enterprise,Europe,France,Paris,E0147,328059.68,Low,true,2025-10-24T10:00:00
CUST0193,Paris Small Business Account 193,Small Business,Europe,France,Paris,E0097,402289.91,Low,true,2024-04-03T10:00:00
CUST0194,Madrid Education Account 194,Education,Europe,Spain,Madrid,E0025,219095.38,Low,true,2024-11-19T10:00:00
CUST0195,Madrid Small Business Account 195,Small Business,Europe,Spain,Madrid,E0046,327225.73,Low,true,2024-10-20T10:00:00
CUST0196,Amsterdam Education Account 196,Education,Europe,Netherlands,Amsterdam,E0168,308870.93,Medium,true,2024-09-29T10:00:00
CUST0197,Bengaluru Small Business Account 197,Small Business,Asia Pacific,India,Bengaluru,E0075,367026.39,Low,true,2025-08-08T10:00:00
CUST0198,Riyadh Education Account 198,Education,Middle East & Africa,Saudi Arabia,Riyadh,E0147,35827.5,Low,true,2024-11-09T10:00:00
CUST0199,Paris Small Business Account 199,Small Business,Europe,France,Paris,E0051,420253.96,Low,true,2025-01-25T10:00:00
CUST0200,Delhi Education Account 200,Education,Asia Pacific,India,Delhi,E0025,124699.49,Low,true,2025-01-26T10:00:00
CUST0201,New York Small Business Account 201,Small Business,North America,United States,New York,E0117,165982.73,Low,true,2024-05-26T10:00:00
CUST0202,Milan Enterprise Account 202,Enterprise,Europe,Italy,Milan,E0074,242909.56,Medium,true,2024-01-01T10:00:00
CUST0203,Tokyo Public Sector Account 203,Public Sector,Asia Pacific,Japan,Tokyo,E0097,100417.65,Low,true,2024-06-08T10:00:00
CUST0204,Sao Paulo Education Account 204,Education,Latin America,Brazil,Sao Paulo,E0057,180487.28,Low,true,2024-01-21T10:00:00
CUST0205,New York Public Sector Account 205,Public Sector,North America,United States,New York,E0075,450758.41,Medium,true,2025-10-02T10:00:00
CUST0206,Mexico City Mid-Market Account 206,Mid-Market,Latin America,Mexico,Mexico City,E0074,159667.53,Low,true,2025-04-20T10:00:00
