relative_path,category,file_extension,size_bytes,row_count,column_count,sha256
knowledge_base/canonical_pdf/DOC011_Enterprise_Data_Retention_Policy.pdf,knowledge_base,pdf,67561,,,0b1bcfc6299dd1ad52c3f076fbbd30cb003734be8bd3b374848afa4f6cc778cf
knowledge_base/canonical_pdf/DOC012_Project_Atlas_Status_Report.pdf,knowledge_base,pdf,71087,,,5b449b4b4dcde09f97af9ffda3d0ecb954199c9034477824fd0ad54f32e24dc0
knowledge_base/canonical_pdf/DOC013_Project_Nova_Status_Report.pdf,knowledge_base,pdf,66646,,,0d509716cecb1b8f8b0380f8352e464386cb723d25779a5e11948aa659b46a4c
knowledge_base/canonical_pdf/DOC014_Q2_2026_Sales_Performance_Report.pdf,knowledge_base,pdf,68175,,,70a0e61a5e552eaeefc3652f1e23f8681f05849574a6ff66f42a199c453d2b53
knowledge_base/editable_docx/DOC001_Employee_Handbook.docx,knowledge_base,docx,40406,,,4ff1dadcb6727908d1d5d49cb13cb01ced58c19918e6a3bb1c0bfb4d274e20d0
knowledge_base/editable_docx/DOC002_Leave_and_Attendance_Policy.docx,knowledge_base,docx,40261,,,4fe3af306f3cd5af29923f3e1ea75bbf70ce7c0455503904b338a73c932adb30
knowledge_base/editable_docx/DOC003_Remote_Work_and_Flexible_Hours_Policy.docx,knowledge_base,docx,39938,,,4e9dfe81c7928a158adf0ae802b7d7076f2a181a09796a5a6614b938b2559656
knowledge_base/editable_docx/DOC004_Salary_and_Compensation_Access_Policy.docx,knowledge_base,docx,39951,,,f5bc92577ea5c8e8ef07180381ae9008d2da51891058b018e2b4111bffc0d5f7
knowledge_base/editable_docx/DOC005_Information_Security_and_Data_Classification_Policy.docx,knowledge_base,docx,40485,,,006edebcd6b588bb671484fe9ea1b0b8220917cf9cbaf868bafe0b3c2a0af7be
knowledge_base/editable_docx/DOC006_Expense_and_Purchase_Approval_Policy.docx,knowledge_base,docx,39963,,,b0ecce56b78b0ad25947ea1d8d7ebc9679c8e30895adca698e087f01c0743f90
knowledge_base/editable_docx/DOC007_Project_Governance_and_Task_Reassignment_Policy.docx,knowledge_base,docx,40029,,,3fc23424b349b5ee7cfe789bece4fe814a89e87ccb37658b766e23542ab75c96
knowledge_base/editable_docx/DOC008_Sales_Discount_and_Promotion_Policy.docx,knowledge_base,docx,39789,,,07af2e3f75ed22f29f0ea9733c7186fee84ec7c4cb1a3eaced70f624eff2ca63
knowledge_base/editable_docx/DOC009_AI_Governance_and_Human_in_the_Loop_Policy.docx,knowledge_base,docx,40194,,,3769ac169b1fc0fcfde1e632c68de1fcae6ec184eb1c21088b9ae849407b80d9
knowledge_base/editable_docx/DOC010_Incident_Response_Policy.docx,knowledge_base,docx,39903,,,7754e4b6a5ad2375515cb3370f90f2df2d305f99f40ae518b5affaca7df7b4a4
knowledge_base/editable_docx/DOC011_Enterprise_Data_Retention_Policy.docx,knowledge_base,docx,39777,,,62f5463d0b992a7d2b9ab95940f5415f2e6b469d67e8116f79dc9dbf9e3b3243
knowledge_base/editable_docx/DOC012_Project_Atlas_Status_Report.docx,knowledge_base,docx,39983,,,b1f9f262207967d5f78cb9bc135bf22abad9650accf839b7daf24ad97db0b463
knowledge_base/editable_docx/DOC013_Project_Nova_Status_Report.docx,knowledge_base,docx,39665,,,dad042c523a9b32b42bb1c2064d48ebe18a684492da5fe21c5402073633a8167
knowledge_base/editable_docx/DOC014_Q2_2026_Sales_Performance_Report.docx,knowledge_base,docx,39775,,,ce2ae9d51af142b14b88f5bc5b38a8e60482727922d02ecce00530f2d2d3a025
raw_sources/DUPLICATE_FILE_NOTE.txt,raw_sources,txt,161,,,071e958c0978509b9cd87ec79b0ace99afac46e6a87131c7163a504b71ee83d6
raw_sources/Employees_source.xlsx,raw_sources,xlsx,73791,,,2144fcbaddedd5ed03fff68c34403699a84ddfa1c2b04cdc7124d5dcb5e651a0
raw_sources/agentic_ai_performance_source.csv,raw_sources,csv,1094949,5000,26,ac58a312862887a6ff8d83a8178507eeb90afce528438fc000be6f010c66ce90
raw_sources/company_sales_source.xlsx,raw_sources,xlsx,2112050,,,a617cab18118912840044a23fd12707b5a43fdfc48bdff3b1331b1aabde95001
raw_sources/evaluation_quality_sample/README_FREE.md,raw_sources,md,6773,,,bb69258b50771421a2c54e49523236fb136282772bc3ce121e11d9e18aeb1819
raw_sources/evaluation_quality_sample/daily_evaluation_metrics.csv,raw_sources,csv,154384,1890,10,56f291cf80c4a41bd740de5e3ecaf8b9a01a7d6d86ba4f6c10f961e02e33358f
raw_sources/evaluation_quality_sample/evaluation_items.csv,raw_sources,csv,149131,1680,10,c86164e58d34f8fe064f362ccdf21756a0320061c019e2728fae5c95ff2b74ad
raw_sources/evaluation_quality_sample/evaluation_programs.csv,raw_sources,csv,2995,21,10,4338df86d2f44c407fbde4a1fbdf04c446d435a61b4abb55a5fc4529e960d41c
raw_sources/evaluation_quality_sample/evaluation_runs.csv,raw_sources,csv,81517,840,10,21d9ddecdc63549f6cd8e9d6a5d310343b29a9207e991bd9949e26e9e8fe2fba
raw_sources/evaluation_quality_sample/judge_results.csv,raw_sources,csv,246666,2521,10,58e6e5eb0f2cb87e966bdfe25450f4d24f1880c2447ab74778e816c431459139
raw_sources/evaluation_quality_sample/quick_analysis_original.ipynb,raw_sources,ipynb,1876,,,7ed73e45e7dcff4c1ce6e1d621fb8cc6e75d972e8015b35d33a4735ce3bd51fe
raw_sources/evaluation_quality_sample/reviewer_decisions.csv,raw_sources,csv,61035,546,10,066da38c6fa862e8eabd267577b46da20b4e60e87c76e4909423e2aea9daf382
schemas/data_dictionary.csv,schemas,csv,57196,546,9,e4fc2ab13607f1f72978ac644b081e3af482477f57a1be1d48fc5530d96405bf
schemas/load_order.txt,schemas,txt,1615,,,c0d5a7f0aeea5547f94a21d570583bb8fbea15ce204c000a466674736dd99fb1
schemas/postgres_schema.sql,schemas,sql,34431,,,345be79684a4f0108730310e1f72f66843dd2f3c468406b794059759aacee7d2
schemas/relationships.md,schemas,md,4824,,,b168d178c19d2fed51db6b709bdcdf3f4fd54d3a18071516e5981919c7c8084c
scripts/README.md,scripts,md,373,,,b248bb2fc309378383e9a5b69b38ebc8fac4750033809a85ef29254702a41c42
scripts/example_queries.sql,scripts,sql,2360,,,d05de637b00a91ce19830903bf1d6c9554979b01aea6b61dec55779bfaa59ddb
scripts/validate_dataset.py,scripts,py,10211,,,c322f2299722492154ea46c7c445056d4332f0977bc901ef2ec842a6d2da0b36
validation_report.json,validation_report.json,json,194,,,442f5bda0b10c3183abd4ce8424d94f3cab0649772cbcda5df7dd209c4baf142
